CaseID,weight,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_Refused,Q19,Q20,Q21,Q22,Q24,Q26,Q27,Q28,Q28_Refused,Q29_a,Q29_b,Q29_c,Q29_d,Q29_e,Q29_f,Q29_g,Q30,Q30_Refused,Q31,Q32_a,Q32_b,Q32_c,Q32_d,Q32_e,Q32_f,Q32_g,Q32_h,Q32_i,Q32_j,Q32_k,Q33,Q33_Refused,Q34,Q34_Refused,Q35_a,Q35_b,Q35_c,Q35_d,Q35_e,Q35_f,Q35_g,Q35_h,Q35_i,Q35_j,Q36,Q36_Refused,Q37_a,Q37_b,Q37_c,Q37_d,Q37_e,Q37_f,Q37_g,PARTY,PARTY_Text,PARTYLN,IDEO,TP,PPAGE,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPRENT,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK
274,1.0345,1,2,1,1,1,5,3,3,2,1,2,1,2,1,1,1,"This country is supposed to be the land of the free and the home of the brave.  What happened to our freedom.  What I say and what I do is none of the governments business.  I do not appreciate ""BIG BROTHER"" looking over my shoulder every minute of the day with their nose into everything I do.......   That is not freedom!", ,2,2,1,1,1,1,1,"Who I talk to and what I say is only the person I am talking to and myselfs business. What I look at and the websites I choose to follow is none one business but mine. I do not trust this criminal regime or anything it does. I do not like or appreciate someone monitoring everything I see, say and do.  Where has my privacy and freedom gone.", ,1,1,5,1,1,1,1,"Because it's no one's business but mine and the other person I am communicating with.  Privacy is privacy and I don't care for everyone to know every time I take a crap. Where is my first amendment rights, my freedom of speech. I will not give up my freedom for the false pretense of security or safety.  Our government and its agencies need to be reminded they work for us, United States citizens of America, not the other way around!", ,4,1,1,1,1,1,2,1,1,3,2,1,"I have nothing to hide, I am a patriotic American citizen. But I am also a private person and do not like the idea that anyone or everyone else knows my business.", ,I don't like someone eavesdropping or with their nose in my private life., ,2,4,4,1,3,2,1,3,4,2,Because it's no one's business whom I talk to what I talk about.  I am an American citizen with certain rights granted to me by the Constitution of the United States and the Bill of Rights. In order to eavesdrop and spy on me you should first have to obtain a court order signed by a judge. Again where is my freedoms? Why does everything have to be censored for the draft on, ,1,2,1,2,2,2,2,3, ,1,2,1,51,3,9,2,1,2,1,2,4,11,3,0,1,0,0,0,0,2,5
275,1.0884,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,4,Concern is not going to change anything so why worry., ,1,1,4,3,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3,None made, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,2,2,2,2,2,2, , ,4,2,24,1,12,4,1,1,1,3,3,7,6,0,2,0,0,0,0,3,1
276,.5854,1,3,1,1,1,1,3,1,1,2,1,1,2,2,1,3,I have nothing to hide and it doesn't bother me., ,2,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,4,3,3,3,3,3,3,3,3,3,2,3,none at all, ,I haven't, ,3,3,3,3,3,3,3,4,3,3, , ,1,2,2,2,1,2,2,3, ,1,3,3,51,3,10,3,1,1,1,2,1,15,3,1,1,0,0,0,0,2,1
277,.6423,4,88,1,2,2,6, ,2,1,1,1,2,2,1,1,1,it is major a step to a totalitarian government - Obama wants to take as many of our freedoms away as possible, ,2,2,1,1,1,1,1,the government will blackmail people when and if it can based on information obtained illegally, ,3,3,3,4,5,5,2,don't put anything in writing you don't want the government to read, ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,4,4,3,4,4,4, , ,1,2,1,1,1,1,1,1, , ,1,1,59,3,13,4,1,1,1,2,1,17,1,1,1,0,0,0,0,2,1
280,.6828,3,6,1,2,2,4,4,2,1,2,2,2,2,2,1,1,PERSONAL DATA AND ELECTRONIC COMMUNICATION SHOULD BE PRIVATE AS A GOD GIVEN RIGHT NOT FOR THE GOVERNMENT TO DECIDE, ,2,2,2,1,1,2,1,PRIVATE COMMUNICATIONS SHOULD BE PRIVATE NOT FOR GOVERNMENT INTERFERENCE OR MONITORING, ,4,4,4,2,4,4,2,NO, ,2,1,2,1,1,3,4,4,4,3,3,1,NO, ,NO, ,2,5,4,1,4,3,1,3,4,3,NO, ,2,2,2,2,2,2,2,3, ,1,1,3,60,4,11,3,1,2,1,2,1,13,1,0,1,0,0,0,0,2,1
281,1.0702,1,2,1,4,1,1,2,3,1,1,1,1,1,1,1,3,I believe the internet has changed the lives of everyone and allows terrorism to be more prolific than ever before. Some monitoring is required to keep Americans safe. The government is just going to review and delete information on boring people like me., ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,3,2,37,2,9,2,1,1,1,4,1,12,1,1,1,0,0,0,2,2,1
283,1.0001,1,1,1,1,3,1,1,1,1,2,1,1,2,2,1,3,I don't have anything to hide so I really don't care that much, ,2,2,3,3,3,4,4, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,None, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,2,2,2,3, ,1,2,3,36,2,10,3,1,2,1,2,3,11,3,1,2,0,0,1,0,1,1
284,1.0255,1,1,1,1,99,2,2,1,1,2,1,2,2,2,2,2,"I think the government oversteps their boundaries. In order to monitor personal data and electronic communications, the government needs to have solid proof that the person is a threat", ,2,1,4,3,3,3,3, , ,4,4,4,4,4,4,4, , ,2,4,3,4,4,3,1,3,3,3,2,1,"I have no made any changes, I don't have anything to worry about", , ,99,3,4,4,3,4,4,5,4,4,4, , ,1,2,2,1,1,2,2,1, , ,2,3,30,2,9,2,1,1,1,5,1,15,1,1,1,0,2,1,0,2,1
286,.2846,1,1,1,1,6,1,1,1,2,2,1,1,1,1,1,4,govt should everything it can to provide security, ,1,1,4,4,4,4,4, , ,4,3,2,4,4,4,4,i have nothing to hide, ,2,4,4,4,4,4,3,2,3,3,2,3,i have nothing to hide, ,less communication over the air, ,4,4,4,1,4,3,2,2,3,3,i change my passwords, ,1,1,1,2,2,2,2,1, , ,3,3,49,3,9,2,1,1,1,3,1,10,1,1,1,0,0,0,0,3,1
287,1.4278,1,1,1,1,1,1,3,3,1,1,2,1,2,2,2,1,It's none of their business who I call/txt/email.. etc.  The US govt. has much better things to waste our tax dollars on than surveillance of it's own citizens.  We have paranoid leadership., ,2,2,1,2,2,2,2,"I don't foresee any ""problems"" as I don't conduct illegal or illicit acts. However, I do support PAC's, The US Constitution, our Bill of Rights, The Federalist Papers, US military/veterans rights etc. I resent the US Govt surveilling and labeling of US citizens.", ,4,3,5,4,3,2,4,I haven't used  geo-location/GPS on my cell in several years., ,1,1,2,2,1,3,3,1,1,1,3,1,"Ad blocking, less trustful of apps and certain sites I will not use, proxies.", ,No, ,1,2,2,1,1,1,1,2,1,1,"When would it ever be NOT important? The US govt has gone completely overboard in domestic surveillance. I may not be able to have much say as a voter but I can do all I can as a technology user, to prevent or slow down their accessing my private data.", ,1,2,2,2,2,2,2,4,Constitutionalist,1,1,1,44,2,10,3,1,2,1,2,1,14,1,1,1,0,0,0,0,2,7
290,.5609,1,4,1,1,1,6, ,1,2,1,1,1,1,1,1,2,Is it right., ,2,2,3,3,3,5,3, , ,3,3,3,3,4,5,3,I have not changed., ,3,3,3,3,3,3,3,4,4,3,3,3,No changes., , , ,3,3,3,3,3,3,3,5,3,3, , ,1,1,1,1,1,1,1,2, , ,3,2,79,4,8,1,2,1,1,1,3,3,5,1,2,0,0,0,0,1,5
291,.5967,1,1,1,1,1,5,2,4,1,1,1,1,1,1,1,4, ,99,1,1,4,4,4,4,4, , ,4,1,2,3,4,2,2,i just dont giveout phone numbers or very private moments i dont want anyone to hear it or sea it  that i dont know, ,3,3,3,3,1,3,3,3,3,4,2,3,no just being careful what i share and say, ,just that i'm a private person and just like to keep things to myself, ,5,5,5,5,5,5,1,5,5,5,just so no one thats not on my friends list can sea or comment on my page, ,1,2,1,1,1,2,2,4,free spirit,1,3,1,45,3,9,2,4,1,1,2,3,3,5,1,2,0,0,0,0,2,4
294,.924,3,1,1,1,6,6, ,3,1,1,1,1,2,1,1,3,They need to keep the country safe., ,2,2,5,3,3,5,3, , ,5,4,4,4,4,5,4, , ,2,4,4,4,4,3,3,4,4,3,3,3, ,99, , ,3,4,5,3,4,5,5,5,4,4, , ,1,1,1,1,1,2,1,3, ,1,3,2,52,3,13,4,1,2,1,2,1,19,1,1,1,0,0,0,0,2,7
295,.9036,6, ,6,6,6,6, ,6,2,4,2,2,2,2,2,4, ,99, ,2,5,5,5,5,5, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,3, ,99,5,3,44,2,4,1,4,1,0,2,4,3,6,1,3,0,0,0,0,2,2
296,.6497,1,2,1,1,2,6, ,1,1,2,1,1,2,2,1,2,Because for some reason or another the wrong people will be targeted and not the one's that are commiting the crimes., ,2,1,4,4,4,4,4, , ,3,3,3,3,3,3,3,"Not much because I dont do anything to worry about what I do in the internet ,phone or apps.", ,2,1,3,1,3,3,3,3,3,3,3,3,None, ,None just kept doing the same., ,3,3,3,3,3,3,3,3,3,3, , ,2,2,2,2,2,2,2,2, , ,3,3,40,2,9,2,4,1,0,1,2,6,1,1,2,0,0,0,0,1,6
298,.441,2,3,1,1,1,6, ,1,2,2,1,2,2,2,1,2,It is difficult to determine who the bad guys are!, ,2,2,2,2,2,5,2,Again big brother is watching.  But with ISIS growing my concern has worried me., ,4,4,4,4,4,5,4, , ,4,3,3,3,3,3,4,4,4,4,3,3, ,99, , ,3,4,3,3,4,3,3,3,4,3, , ,1,2,1,1,1,1,1,1, , ,3,3,74,4,11,3,1,2,1,2,1,16,1,1,1,0,0,0,0,2,5
299,.4604,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,I am concerned that it will be misused but I am more concerned that a terrorist attack can occur. I am willing to give up privacy for well being., ,2,1,2,2,2,2,2,I am afraid that my personal financial information will be compromised., ,2,2,3,3,3,4,2,I am not comfortable communicating on facebook for this reason., ,2,3,2,1,1,1,3,3,3,2,3,2,no, ,do not like transparency of facebook and online communications, ,2,3,3,2,3,3,2,3,3,2,to keep more information private, ,1,1,1,1,1,1,1,1, , ,2,3,52,3,10,3,1,1,1,4,1,14,1,1,1,0,0,0,0,4,1
302,.8838,1,4,1,1,1,2,3,2,1,2,1,2,1,1,2,3,small price to pay for maintaining our safe environment from terrorist activities, ,1,1,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,3, ,2,3,2,61,4,12,4,1,1,1,2,2,19,1,1,1,0,0,0,0,2,1
305,1.4004,1,1,2,2,1,6, ,1,2,4,1,2,2,2,2,3, ,99, ,2,4,4,4,4,4, , , , , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,99,99,99,99,3, ,2,3,3,31,2,10,3,2,1,1,2,3,14,1,1,2,0,0,0,0,2,1
307,.8263,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,4, ,99,1,1,3,3,2,3,2,"Personal information over my cell phone conversations or text messages.  Also medical information over my computer, and also my financial information.", ,3,3,3,3,3,3,3,I have not changed anything as of yet but am considering what to do., ,3,3,3,3,2,3,3,2,2,3,3,3,I have not, ,I have not, ,3,3,3,3,3,4,2,4,4,4,because I know how to change my privacy settinga, ,1,1,1,1,1,2,2,2, , ,3,3,58,3,10,3,1,1,1,2,1,13,1,1,1,0,0,0,0,2,5
313,.3772,5,6,1,1,6,6, ,3,2,1,1,1,1,1,1,4,"If you take a job, you know your employer will be monitoring your emails, etc.. I don't see why that is any different from the government monitoring online communication. You should not use online communication to transmit anything that you don't want anyone else to know about.", ,1,1,5,4,4,5,4, , ,5,4,4,4,5,5,4, , ,3,4,4,4,4,3,3,4,4,4,3,3,N/A, , , ,3,3,3,3,5,3,5,4,4,3, , ,1,1,1,1,1,1,1,3, ,1,3,2,70,4,12,4,1,1,1,2,1,16,1,1,1,0,0,0,0,2,5
317,.8173,1,2,2,2,4,6, ,3,2,2,1,1,1,1,1,3,An honest person has nothing to hide. I feel the government has the right to monitor anyone suspected of terrorist activity., ,1,1,4,4,4,4,4, , ,4,4,4,4,4,5,4, , ,4,3,3,3,3,3,3,4,4,3,3,3,n/a, , , ,3,4,3,3,4,4,3,4,4,3, , ,1,1,1,1,1,1,1,3, ,1,1,1,60,4,13,4,1,2,1,2,1,14,1,1,1,0,0,0,0,2,5
318,1.8587,6, ,1,3,5,6, ,4,1,2,1,2,1,1,2,3,"If you.ve got nothing to hide, I don't see an issue. It might cause some to re-think their direction.", ,1,1,4,4,5,5,4, , ,4,1,1,5,1,5,3,next to nothing has changed, ,2,4,4,4,4,3,3,4,4,4,4,4,I have made no changes, , , ,5,5,5,2,4,4,5,4,4,4,I did nothing, ,1,1,1,1,1,1,1,3, ,2,4,3,68,4,11,3,1,2,1,1,1,3,3,1,1,0,0,0,0,1,6
321,.4132,3,4,1,1,1,3,1,3,1,2,1,1,1,1,1,4, ,99,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,1, , ,2,3,44,2,9,2,1,1,1,4,3,4,6,1,2,0,0,1,1,2,6
326,.5265,1,1,2,2,6,6, ,3,2,1,1,1,1,1,1,3,"I have nothing to hide, what I talk about over the phone is never confidential.If monitoring or locating individuals helps catch the bad guys it's worth giving up some privacy.", ,1,1,5,4,3,5,4, , ,5,4,4,4,4,5,4, , ,3,4,4,4,4,3,3,4,4,3,3,3,have made no changes, , , ,3,3,3,3,3,3,5,3,3,3, , ,1,1,1,1,1,1,1,1, , ,2,3,62,4,11,3,1,2,1,2,1,11,1,1,1,0,0,0,0,2,4
329,.3006,1,2,1,2,1,3,2,4,1,1,1,1,1,1,1,4, ,99,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3,none thank you, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,2,3,39,2,9,2,2,2,0,4,3,3,6,1,2,0,0,0,0,4,1
330,.4719,3,1,1,3,6,1,2,3,1,2,1,1,2,2,2,3,is more fear mongering than anything, ,2,1,5,4,4,4,4, , ,5,4,5,4,4,4,4, , ,2,4,4,4,4,3,3,3,3,3,3,3,no, , , ,3,3,3,3,3,3,5,3,4,3, , ,2,2,2,2,2,2,2,3, ,2,4,2,37,2,12,4,1,1,1,3,1,13,1,1,1,0,0,1,0,2,1
334,.2903,3,6,2,3,2,6, ,2,1,2,1,1,1,1,1,3,if your doing nothing wrong what's the problem?, ,1,1,3,3,4,5,4, , ,4,4,4,4,5,5,4, , ,4,3,3,3,1,3,3,4,4,4,3,3, ,99,I have not made any changes, ,4,5,5,4,4,4,4,4,4,4, , ,1,1,1,1,1,1,1,2, , ,2,3,55,3,9,2,1,2,1,2,4,7,1,1,1,0,0,0,0,2,6
335,.5689,2,4,2,2,6,5,3,2,2,1,1,1,1,1,1,2, ,99,1,1,5,3,3,3,3, , ,5,4,4,4,4,4,4, , ,2,4,4,4,4,3,4,4,4,4,4,4,"More sales calls on both landline and cell phones, even though on the Do Not Call list.", , , ,4,4,4,3,4,4,5,4,4,4, , ,1,1,1,1,1,1,1,3, ,99,3,3,64,4,11,3,1,2,1,2,4,11,1,0,1,0,0,0,0,2,1
336,.4944,1,1,1,1,3,1,1,2,2,2,1,2,2,1,1,2,We live in this country largely due to our freedoms and rights from persecution for what do and believe.  If you are willing to give up liberties for protection you deserve neither., ,2,1,5,1,1,1,1,"I do not have anything to hide so my concerns do not lie there, rather I believe my rights as a citizen of the USA preclude me from these types of monitoring.  If there is reasonable suspicion that is another story, but not blindly throwing darts at the population hoping you get a bullseye", ,5,4,4,4,4,4,4, , ,3,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,4,5,4,4,3, , ,1,2,2,2,2,2,2,4,Libertarian,1,2,1,38,2,12,4,1,1,1,4,1,14,1,1,1,0,0,2,0,2,1
337,.3289,3,6,1,2,1,6, ,6,2,2,1,2,2,2,2,3,I hope we would only  survey those that might be going to do  us harm., ,2,2,3,3,3,5,3, , ,3,5,4,3,5,5,3,I don't know, ,4,3,3,3,3,3,3,3,3,3,3,3,I haven't done anything because I don't do anything that I am ashamed of or that is wrong, , , ,4,4,4,3,4,4,4,4,4,4, , ,2,2,2,1,1,2,2,1, , ,2,1,73,4,9,2,1,2,1,1,1,9,2,0,1,0,0,0,0,1,5
338,.6864,2,3,1,2,1,6, ,3,2,2,1,1,2,1,1,2,I'm concerned that the goverment  might take things further than they should., ,2,2,3,3,4,5,4, , ,4,4,4,4,4,5,4, , ,3,3,3,3,3,3,3,4,4,3,3,3, ,99, , ,3,3,4,3,4,4,3,4,4,4, , ,1,1,1,1,1,1,1,1, , ,2,1,67,4,9,2,1,2,1,3,1,10,1,0,1,0,0,0,0,3,5
342,.6315,1,1,1,1,4,1,3,1,2,2,1,1,2,1,1,3, ,99,2,1,3,3,3,3,4, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,4,4,2,2,4,4,3,4,4,3, ,99,2,2,2,2,2,2,2,3, ,1,3,3,53,3,13,4,1,1,1,4,1,15,1,0,1,0,0,0,1,3,1
343,.359,1,88,1,1,6,2,88,4,2,1,1,2,2,2,2,3,"It's inevitable, because we live in a dangerous world.", ,2,2,5,3,3,3,3, , ,5,4,4,4,4,4,4, , ,2,4,4,4,3,3,3,3,3,3,3,3,none, , , ,3,3,3,3,4,4,3,4,4,3, , ,1,2,1,1,1,1,1,2, , ,4,2,57,3,9,2,1,1,1,2,1,12,1,1,1,0,0,0,0,2,2
345,.7935,1,1,1,1,3,2,3,1,1,2,2,2,2,2,2,4,nothing i can do about it, ,2,2,4,99,3,3,3, , ,3,3,3,3,3,3,3,nothing, ,2,3,3,3,3,3,3,3,3,3,3,3,haven't, , , ,3,3,3,3,3,3,3,3,3,3, , ,2,2,2,2,2,2,2,3, ,2,4,2,21,1,9,2,1,1,0,4,1,12,5,1,1,0,0,0,0,4,1
346,.371,1,2,2,2,3,6, ,4,2,2,1,1,1,1,1,3,Anything we can do to make this world a safer place is fine by me., ,1,1,4,4,3,5,4, , ,4,4,4,4,4,5,4, , ,3,3,3,3,3,3,3,4,4,3,3,3,N/A, , , ,3,4,3,3,4,4,3,4,4,3, , ,1,1,1,1,1,1,1,3, ,1,3,2,52,3,11,3,1,1,1,4,1,13,1,1,1,0,0,0,2,2,4
350,.6801,1,1,1,2,3,4,2,3,1,2,2,2,2,2,1,2,"I am more worried about what hackers know about me, but this does not make me comfortable", ,2,2,4,4,4,4,4, , ,4,4,5,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,4,3,nothing I can think of., , , ,2,3,3,1,4,3,2,4,4,3,"better passwords just make sense, even without any of the other reasons", ,1,2,2,1,1,1,1,2, , ,5,2,62,4,10,3,2,1,1,6,2,11,6,1,1,0,0,1,1,4,1
353,.9185,2,6,2,1,3,6, ,4,1,2,1,2,2,1,2,3, ,99,1,2,4,4,4,4,4, , ,4,4,4,4,5,5,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,2,1,3, ,2,3,2,58,3,11,3,1,1,1,2,1,14,1,1,1,0,0,0,0,2,1
354,1.3752,4,6,5,1,6,6, ,4,2,2,1,2,2,1,2,2,The govt.is too involved in people's ererday life.I feel the only way govt should heve access to personal communications is with a court order to survey suspected criminals or terrorists.Govt is already trampaling on our freedome and rights far too much. Our president is acting like a dictator and should be stopped immediately., ,2,2,1,2,1,1,1,"Sorry to say,I find it near impossible to trust our government in any way any longer.It seems like instead of upholding the constitution and bill of rights as they are sworn to do that they are passing laws to circumvent and destroy both.That they are forcing their own agendas on us-regardless of law and attempting to enslave the entire nation.Turn us all over to illegals just to solidify their personal power and status.Need I say I am terrified of the current situation?", ,4,4,3,3,4,4,4,I rarely if ever use anything other than my house phone or cell phone.I limit those to necessities and am careful of anything I say on them., ,4,4,4,1,4,4,1,1,4,3,2,1,"As stated,I have no need to take much action other than to be more careful what I say and to whom.", ,"I have NO criminal tendencies and am in no way subvertive to anyone or anything.Hearing stories  about what has happened to others at the hands of Government the appearant lack of respect or concern for law by the Govt makes me fearful of them and I do all possible to avoid any contact or interaction with Govt and am real careful what I say about them.Isn""t that a pathetic way to have to feel in theUSA ? I'm so sad.", ,4,4,4,4,4,5,5,5,5,5, , ,1,1,1,1,2,2,2,2, , ,3,3,85,4,9,2,1,1,1,1,5,9,2,1,1,0,0,0,0,1,5
355,2.6578,2,2,1,1,3,6, ,1,1,2,1,2,1,2,2,3,I believe that sometimes it might be necessary for the government to monitor communication for the safety of its citizens., ,1,1,4,3,3,5,3, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,4,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,2,1,1,1,1,1,2, , ,3,2,51,3,14,4,2,2,0,2,1,12,5,0,1,0,0,0,0,2,5
356,1.8166,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,There's no stopping our government at this time., ,2,2,1,2,2,2,2,Privacy., ,2,3,3,2,3,3,3,Privacy., ,3,3,2,1,1,2,3,3,3,3,3,3,I really have nothing to hide., ,I want more privacy., ,4,4,4,1,4,4,1,4,4,4,Privacy., ,1,2,1,1,1,2,1,3, ,1,3,1,52,3,13,4,4,2,1,2,1,17,1,1,1,0,0,0,0,2,1
357,.4183,1,1,1,2,3,6, ,6,1,4,2,2,2,2,2,2, ,99, ,2,99,99,99,99,99, , , , , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1, , ,3,3,57,3,12,4,1,2,1,1,2,11,1,1,2,0,0,0,0,1,1
358,.5745,6, ,1,2,6,6, ,1,1,1,2,2,2,1,1,2,I would like to keep my life private at all time, ,2,2,3,2,5,5,1,My Life is MY Life, ,5,2,2,5,5,5,1,This is MY Country and MY freedom, ,3,4,4,4,4,4,4,4,4,4,4,4,Have not changed anything, , , ,4,4,4,4,4,4,5,5,4,2,don't know about  a lot about computors, ,1,1,1,1,1,2,1,1, , ,3,3,56,3,8,1,1,2,1,2,1,8,1,1,1,0,0,0,0,2,1
359,1.6857,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4, ,99,2,2,5,5,5,5,5, , ,5,5,5,5,5,5,5, , ,4,4,4,4,4,4,4,4,4,4,4,4, ,99, , ,5,5,5,5,5,5,5,5,5,5, , ,2,2,2,2,2,2,2,2, , ,5,3,27,1,1,1,4,1,1,1,3,1,4,1,1,0,0,0,0,1,2
361,.6028,1,1,1,1,6,1,2,1,2,1,1,1,2,2,1,2, ,99,2,2,2,2,2,2,2, ,99,5,4,5,4,4,4,4, , ,3,1,2,2,2,2,3,3,3,3,3,3, ,99, ,99,3,3,3,3,3,3,5,3,3,3, , ,1,2,2,2,1,2,2,1, , ,2,1,42,2,11,3,1,1,1,5,1,16,1,1,1,0,1,0,0,4,1
362,.7073,2,3,3,3,6,6, ,3,1,2,2,2,1,1,1,2, ,99,1,1,3,2,2,2,1, ,99,4,3,2,2,3,3,99, ,99,2,4,3,2,3,4,1,3,4,3,2,2, ,99, ,99,3,4,3,2,4,2,3,3,4,3, ,99,1,2,1,2,1,2,1,2, , ,2,3,50,3,9,2,1,2,1,2,1,3,1,1,2,0,0,0,0,2,2
367,.8912,1,1,2,1,6,1,3,1,2,1,1,1,2,1,1,2,"This is a difficult issue.  I don't want a ""1984"" (novel) style government however there are real threats to citizens from people/political concerns that threaten the peace and security of the general population.  Our communications make it more possible to be able to monitor some of that information.", ,1,1,5,3,3,3,3, , ,5,4,5,4,3,4,4,With text messaging I feel it's more of a private conversation and don't always want to keep what I have said in a possible public forum., ,2,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,4,4,4,3,4,4,5,4,4,4, , ,1,1,1,1,1,1,1,2, , ,4,2,65,4,13,4,1,1,1,2,1,15,6,1,1,0,0,0,0,2,5
368,.3069,3,5,1,1,6,6, ,1,1,1,1,2,2,2,2,3, ,99,2,1,5,5,4,5,3, , ,5,3,4,4,5,5,3, ,99,2,4,4,4,4,4,4,4,4,4,4,4, ,99, , ,5,5,5,1,5,4,5,4,4,5, ,99,1,1,1,1,1,2,2,1, , ,2,3,80,4,12,4,1,1,1,2,1,16,1,1,1,0,0,0,0,2,5
369,.449,1,3,2,3,6,3,2,3,1,1,1,1,2,2,2,2,Because some information may be  accidentally taken out of context or mistakenly or misused., ,2,1,5,2,1,3,1,It's just that some things or conversations might be misinterpreted the wrong way., ,5,2,5,1,1,3,1,"Knowing that someone might be watching, is just unsettling and very invasive.", ,3,4,4,4,4,1,1,3,1,1,1,1, ,99,Privacy!, ,1,4,4,1,1,1,5,4,4,4,For privacy., ,1,1,2,1,2,2,2,2, , ,3,3,47,3,12,4,5,2,1,3,1,19,1,1,1,0,0,1,0,2,7
371,.8247,3,3,1,1,6,5,2,5,1,2,1,1,1,2,2,4,"The government has been doing it all along anyway,  so I might as well accept it.", ,2,1,5,4,4,4,3, , ,5,4,4,4,4,4,4, , ,3,4,4,4,4,3,3,3,3,3,3,3,I haven't changed., , , ,3,4,3,3,3,4,5,4,4,3, , ,1,1,1,2,1,2,2,4,not interested,2,3,2,48,3,9,2,1,1,0,3,1,8,5,1,1,0,0,0,0,3,7
372,.3803,4,6,1,3,6,1,2,2,1,1,1,2,1,1,1,2, ,99,1,1,5,4,4,4,4, , ,5,4,4,4,5,4,4, , ,2,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,3,2,3,2,3,5,5,5,5,3, ,99,2,2,1,1,1,1,2,3, ,2,3,2,73,4,14,4,1,1,0,2,1,18,1,1,1,0,0,0,0,2,5
374,.8901,5,6,3,5,5,6, ,5,1,2,1,1,2,1,1,3,if you are not doing anything dont worry, ,2,1,4,3,4,5,4, , ,4,3,3,3,5,5,3,not much changed, ,2,4,4,4,4,3,4,4,4,4,4,2,don't care, ,I didnt, ,5,5,5,5,5,5,5,5,5,5, , ,1,2,2,1,1,2,2,1, , ,2,1,60,4,8,1,1,2,0,2,1,4,6,0,1,0,0,0,0,2,6
375,.3345,5,6,1,2,6,4,2,2,1,1,1,1,1,1,1,3, ,99,2,2,5,2,5,3,3, ,99,4,4,4,4,4,4,4, , ,2,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,5,3,3,3, , ,1,2,1,1,1,2,1,3, ,1,3,3,71,4,13,4,1,1,1,2,1,15,1,1,1,0,0,0,0,2,5
376,1.2948,3,3,2,3,3,5,2,3,1,2,1,1,1,1,1,3,"If you have nothing to hide, why should it matter.", ,1,1,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,2,4,3,3,3,3,3,"Other than using more complex passwords, I have not considered anything else.", ,1,1,1,1,1,1,1,1, , ,2,99,64,4,12,4,4,2,1,4,1,18,1,1,1,0,0,0,0,4,5
